id,code,head_station_sign_off_duration,head_station_sign_on_duration,name,number_of_beds,out_station_sign_off_duration,out_station_sign_on_duration
530,"KED",30,30,"KENDUAPADA",1,30,30
531,"KIS",30,30,"KAPILAS ROAD",1,30,30
532,"KIT",30,30,"KHALLIKOT",1,30,30
533,"KJR",30,30,"KALAJHARI",1,30,30
534,"KLJI",30,30,"KALIJAI",1,30,30
535,"KNPR",30,30,"KENDRAPARA ROAD",1,30,30
536,"KPLD",30,30,"KAPALI ROAD",1,30,30
537,"KPXR",30,30,"KAIPADA ROAD",1,30,30
538,"KRIH",30,30,"KORAI HALT",1,30,30
539,"KTJI",30,30,"KATHA JORI",1,30,30
540,"KUR",30,30,"KHURDA ROAD JN",1,30,30
541,"KURT",30,30,"KHURDA TOWN",1,30,30
542,"KUU",30,30,"KUHURI",1,30,30
543,"LGTR",30,30,"LINGARAJ TMP RD",1,30,30
544,"MACR",30,30,"MANGULI CHOWDWAR",1,30,30
545,"MCS",30,30,"MANCHESWAR",1,30,30
546,"MHDB",30,30,"MAHADIA PH",1,30,30
547,"MKTP",30,30,"MUKETASHWAR",1,30,30
548,"MLT",30,30,"MALATIPATPUR",1,30,30
549,"MMS",30,30,"MANDASA ROAD",1,30,30
550,"MRDL",30,30,"MERAMANDOLIL",1,30,30
551,"MTND",30,30,"MATTAGAJPUR",1,30,30
552,"MWQ",30,30,"MOTARI HALT",1,30,30
553,"MZY",30,30,"MACHAPUR",1,30,30
554,"MZZ",30,30,"MANJURI ROAD",1,30,30
555,"NANR",30,30,"NARANPUR ",1,30,30
556,"NBT",30,30,"NAYABAGIRTHIPUR",1,30,30
557,"NEYT",30,30,"NTPCS  EXCHANGE YARD  TALCHER",1,30,30
558,"NGMP",30,30,"NEW GARH MADHOPUR",1,30,30
559,"NIN",30,30,"NIMKANA",1,30,30
560,"NKP",30,30,"NIRAKARPUR",1,30,30
561,"NKW",30,30,"NILAKANTHESWAR ASTHAN",1,30,30
562,"NQR",30,30,"NARAJ MARTHAPUR",1,30,30
563,"NRG",30,30,"NERGUNDI",1,30,30
564,"NRSP",30,30,"NARASMHAPURA",1,30,30
565,"NYG",30,30,"NAYAGARH",1,30,30
566,"PRDP",30,30,"PARADEEP",1,30,30
567,"PRNR",30,30,"PORJANPUR",1,30,30
568,"PSA",30,30,"PALASA",1,30,30
569,"PTAB",30,30,"PATIA HALT",1,30,30
570,"PURI",30,30,"PURI           ",1,30,30
571,"RBA",30,30,"RAMBHA",1,30,30
572,"RCTC",30,30,"RAGHUNATHPUR HALT",1,30,30
573,"RHMA",30,30,"RAHAMA",1,30,30
574,"RJGR",30,30,"RAJATH GARH",1,30,30
575,"RQP",30,30,"RADHAKISHOREPUR",1,30,30
576,"RSKA",30,30,"RAJSUNAKHALA",1,30,30
577,"RTN",30,30,"RETANG",1,30,30
578,"SCPR",30,30,"SHYAMA CHARANPUR HAL",1,30,30
579,"SGDP",30,30,"SAGADAPATA",1,30,30
580,"SIL",30,30,"SAKHI GOPAL",1,30,30
581,"SJDR",30,30,"SRI JHADESHWAR ROAD",1,30,30
582,"SKND",30,30,"SUKINDA ROAD",1,30,30
583,"SLRD",30,30,"SURLA ROAD",1,30,30
584,"SLZ",30,30,"SOLARI",1,30,30
585,"SPSR",30,30,"SREEJHADESWAR PH",1,30,30
586,"SPT",30,30,"SOMPETA",1,30,30
587,"SQQ",30,30,"SALAGAON",1,30,30
588,"SRKT",30,30,"SARKANTRA",1,30,30
589,"SSPR",30,30,"SADASHIBAPUR",1,30,30
590,"STBJ",30,30,"SITABINJ ",1,30,30
591,"SUDV",30,30,"SUMMADEVI",1,30,30
592,"TAP",30,30,"TAPANG",1,30,30
593,"TGRL",30,30,"TANGIRI APAL",1,30,30
594,"TLHD",30,30,"TALCHER ROAD",1,30,30
595,"TLHR",30,30,"TALCHER",1,30,30
596,"TMKA",30,30,"TOMKA",1,30,30
597,"AMB",30,30,"AMBODALA",1,30,30
598,"ANMD",30,30,"ARANG MAHANADI",1,30,30
599,"ARN",30,30,"ARAND",1,30,30
600,"ATS",30,30,"ATTABIRA",1,30,30
601,"BAMR",30,30,"BAMUR",1,30,30
602,"BGBR",30,30,"BAGBAHRA",1,30,30
603,"BLGR",30,30,"BALANGIR",1,30,30
604,"BLSN",30,30,"BELSONDA",1,30,30
605,"BMCK",30,30,"BISSAMCUTTACK",1,30,30
606,"BMKJ",30,30,"BHIMKHOJ",1,30,30
607,"BNRD",30,30,"BALANGIR ROAD",1,30,30
608,"BONA",30,30,"BOINDA",1,30,30
609,"BRGA",30,30,"BARGARH ROAD",1,30,30
610,"BRPL",30,30,"BARPALI",1,30,30
611,"BUDM",30,30,"BADMAL",1,30,30
612,"BWIP",30,30,"BHAWANIPATNA",1,30,30
613,"BXQ",30,30,"BRUNDAMAL",1,30,30
614,"CHAR",30,30,"CHARMAL",1,30,30
615,"DFR",30,30,"DEOGAN ROAD",1,30,30
616,"DJX",30,30,"DUNGRIPADI",1,30,30
617,"DKLU",30,30,"DOIKALLU",1,30,30
618,"DPUR",30,30,"depur ph",1,30,30
619,"GBQ",30,30,"GODBHAGA",1,30,30
620,"GRCP",30,30,"g.ramachandrapur ph",1,30,30
621,"HATB",30,30,"HATIBARI",1,30,30
622,"HKG",30,30,"HIRAKUD",1,30,30
623,"HNPA",30,30,"HANDAPA",1,30,30
624,"HSK",30,30,"HARISHANKER RD",1,30,30
625,"JNRD",30,30,"JUNAGARH ROAD",1,30,30
626,"JRPD",30,30,"JARAPADA",1,30,30
627,"JSGR",30,30,"JHARSUGUDA ROAD",1,30,30
628,"JUJA",30,30,"JUJOMURA",1,30,30
629,"KBJ",30,30,"KANTABANJI",1,30,30
630,"KDLR",30,30,"KANDEL ROAD",1,30,30
631,"KHPL",30,30,"KHALIPALI",1,30,30
632,"KMK",30,30,"KOMAKHAN",1,30,30
633,"KPJG",30,30,"KEREJANGA",1,30,30
634,"KRAR",30,30,"KHARIAR ROAD",1,30,30
635,"KSNG",30,30,"KESINGA",1,30,30
636,"KTRK",30,30,"Kuturukhamar PH",1,30,30
637,"LJR",30,30,"LANJIGARH ROAD",1,30,30
638,"LKNA",30,30,"LAKHNA",1,30,30
639,"LPG",30,30,"LAPANGA",1,30,30
640,"LSX",30,30,"LOISINGHA",1,30,30
641,"MANE",30,30,"MANESWAR",1,30,30
642,"MNGD",30,30,"MUNIGUDA",1,30,30
643,"MRBL",30,30,"MURIBAHAL",1,30,30
644,"MSMD",30,30,"MAHASAMUND",1,30,30
645,"NPD",30,30,"NAWAPARA ROAD",1,30,30
646,"NRLR",30,30,"NORIA ROAD",1,30,30
647,"RAIR",30,30,"RAIKAKHOL",1,30,30
648,"RGL",30,30,"RENGALI",1,30,30
649,"RNBT",30,30,"RAHEN BATA",1,30,30
650,"RPRD",30,30,"RUPRA ROAD",1,30,30
651,"SBP",30,30,"SAMBALPUR",1,30,30
652,"SBPD",30,30,"SAMBALPUR ROAD",1,30,30
653,"SBPY",30,30,"SAMBALPUR CITY",1,30,30
654,"SFC",30,30,"SAINTALA",1,30,30
655,"SFK",30,30,"SIKIR",1,30,30
656,"SLRA",30,30,"SARALA",1,30,30
657,"SNRL",30,30,"SANSARTALI",1,30,30
658,"SRGP",30,30,"SARAGIPALI",1,30,30
659,"SSN",30,30,"SASON",1,30,30
660,"THV",30,30,"THERUBALI",1,30,30
661,"TIG",30,30,"TITLAGARH",1,30,30
662,"TRKR",30,30,"TUREKALA ROAD",1,30,30
663,"AGB",30,30,"AMBAGAON",1,30,30
664,"AGZ",30,30,"AMAGURA",1,30,30
665,"ALM",30,30,"ALAMANDA",1,30,30
666,"ARK",30,30,"ARAKKU",1,30,30
667,"BCHL",30,30,"BACHELI",1,30,30
668,"BDVR",30,30,"BODDAVARA",1,30,30
669,"BDXX",30,30,"BADE ARAPUR",1,30,30
670,"BGHU",30,30,"BORRAGUHALLU",1,30,30
671,"BGUA",30,30,"BAIGUDA",1,30,30
672,"BHJA",30,30,"BHEJA",1,30,30
673,"BHNS",30,30,"BHANSI",1,30,30
674,"BLMK",30,30,"BHALUMASKA",1,30,30
675,"BSDR",30,30,"BANSADHARA PH",1,30,30
676,"BTVA",30,30,"BATUVA",1,30,30
677,"CHE",30,30,"SRIKAKULAM ROAD",1,30,30
678,"CJS",30,30,"CHARAMULA KUSUM",1,30,30
679,"CMDP",30,30,"CHIMIDIPALLI",1,30,30
680,"CPP",30,30,"CHIPURUPALLE",1,30,30
681,"CTS",30,30,"CHHATARIPUT",1,30,30
682,"DBF",30,30,"DABPAL",1,30,30
683,"DGB",30,30,"DINDU G PURAM H",1,30,30
684,"DIR",30,30,"DHANAPUR ORISSA",1,30,30
685,"DMK",30,30,"DILMILI",1,30,30
686,"DMNJ",30,30,"DAMAN JODI",1,30,30
687,"DMRT",30,30,"DUMURIPUT",1,30,30
688,"DNV",30,30,"DONKINAVALASA",1,30,30
689,"DPC",30,30,"DARLIPUT",1,30,30
690,"DUSI",30,30,"DUSI",1,30,30
691,"DVD",30,30,"DUVVADA",1,30,30
692,"DWZ",30,30,"DANTEWARA",1,30,30
693,"GIZ",30,30,"GIDAM",1,30,30
694,"GMDA",30,30,"GUMADA",1,30,30
695,"GNPR",30,30,"GUNUPUR",1,30,30
696,"GPI",30,30,"GAJAPATINAGARAM",1,30,30
697,"GPJ",30,30,"GORAPUR",1,30,30
698,"GPT",30,30,"GOPALAPATNAM",1,30,30
699,"GRBL",30,30,"GARUDUBILLI",1,30,30
700,"GTLM",30,30,"GOTLAM",1,30,30
701,"GVA",30,30,"GANGUVADA",1,30,30
702,"GVI",30,30,"GARIVIDI",1,30,30
703,"HBF",30,30,"HADOBHANGI",1,30,30
704,"HCM",30,30,"HRSCHNDRAPURAM",1,30,30
705,"JDB",30,30,"JAGDALPUR",1,30,30
706,"JMPT",30,30,"JIMIDIPETA",1,30,30
707,"JNCB",30,30,"JUNCTION CABIN VSPS",1,30,30
708,"JRT",30,30,"JARTI",1,30,30
709,"JYP",30,30,"JEYPORE",1,30,30
710,"KBM",30,30,"KOTABOMMALI",1,30,30
711,"KDPA",30,30,"KHADAPA",1,30,30
712,"KKGM",30,30,"KAKRI GUMA",1,30,30
713,"KKLU",30,30,"KAKLUR",1,30,30
714,"KMEZ",30,30,"KUMAR MARANGA",1,30,30
715,"KMLR",30,30,"KAMALUR",1,30,30
716,"KMSD",30,30,"KUMAR SADRA",1,30,30
717,"KMX",30,30,"KOMATIPALLI",1,30,30
718,"KNGR",30,30,"KASHINAGAR",1,30,30
719,"KNRT",30,30,"KUNERU",1,30,30
720,"KPL",30,30,"KANTAKAPALLE",1,30,30
721,"KPRR",30,30,"KOTAPAR ROAD",1,30,30
722,"KRDL",30,30,"KIRANDUL",1,30,30
723,"KRPB",30,30,"KORAPUT B CABIN B.H.",1,30,30
724,"KRPC",30,30,"KHARIA-PIPRA HALT",1,30,30
725,"KRPU",30,30,"KORAPUT",1,30,30
726,"KTGA",30,30,"KEUTIGUA",1,30,30
727,"KTV",30,30,"KOTTAVALASA",1,30,30
728,"KUK",30,30,"KORUKONDA",1,30,30
729,"KVLS",30,30,"KARAKAVALASA",1,30,30
730,"KWGN",30,30,"KAWARGAON",1,30,30
731,"LDX",30,30,"LADDA",1,30,30
732,"LKMR",30,30,"LAKSHMIPUR ROAD",1,30,30
733,"LLGM",30,30,"LELIGUMMA",1,30,30
734,"LRI",30,30,"LIHURI",1,30,30
735,"LVK",30,30,"LAKKAVARAPUKOTA HALT",1,30,30
736,"MIPM",30,30,"MARRI PALEM HALT",1,30,30
737,"MKRD",30,30,"MACHHAKUNDA",1,30,30
738,"MVF",30,30,"MANABAR",1,30,30
739,"MVG",30,30,"MALIGURA",1,30,30
740,"MVW",30,30,"MALLIVIDU",1,30,30
741,"NGJA",30,30,"NARAYANAPPAVALASA HA",1,30,30
742,"NKX",30,30,"NAKATI SEMRA",1,30,30
743,"NML",30,30,"NELLIMARIA",1,30,30
744,"NSX",30,30,"NARSIPURAM HALT",1,30,30
745,"NWP",30,30,"NAUPADA JN",1,30,30
746,"PBV",30,30,"PALIBA",1,30,30
747,"PDSN",30,30,"PEDDASANA",1,30,30
748,"PDT",30,30,"PENDURTI",1,30,30
749,"PDU",30,30,"PONDURU",1,30,30
750,"PFU",30,30,"PADUA",1,30,30
751,"PHM",30,30,"PATAPATNAM",1,30,30
752,"PLH",30,30,"PARLAKIMIDI",1,30,30
753,"PLSG",30,30,"PALASINGI",1,30,30
754,"PUN",30,30,"PUNDI",1,30,30
755,"PVP",30,30,"PARVATIPURAM",1,30,30
756,"PVPT",30,30,"PARVATIPURAM TN",1,30,30
757,"RGDA",30,30,"RAYAGADA",1,30,30
758,"RML",30,30,"ROMPALLE",1,30,30
759,"RMZ",30,30,"ROUTHPURAM HALT",1,30,30
760,"RUL",30,30,"RAVLI",1,30,30
761,"SALR",30,30,"SALUR",1,30,30
762,"SCM",30,30,"SIMHACHALAM",1,30,30
763,"SCMN",30,30,"SIMHACHALAM NORTH",1,30,30
764,"SGDM",30,30,"SIGADAM",1,30,30
765,"SGRM",30,30,"SINGARAM",1,30,30
766,"SKPI",30,30,"SIKRIPAI",1,30,30
767,"SLPM",30,30,"SHIVALINGAPURAM",1,30,30
768,"SMLG",30,30,"SHIMILIAGUDA",1,30,30
769,"SNM",30,30,"SITANAGARAM",1,30,30
770,"SPRD",30,30,"Singapur Road (SPRD)",1,30,30
771,"SPRM",30,30,"SITAPURAM",1,30,30
772,"SUKU",30,30,"SUKU",1,30,30
773,"SUP",30,30,"SHRUNGAVARPUKTA",1,30,30
774,"SZY",30,30,"SILAK JHORI",1,30,30
775,"TEK",30,30,"TEKKALI",1,30,30
776,"TIU",30,30,"TILARU",1,30,30
777,"TKRI",30,30,"TIKIRI",1,30,30
778,"TMB",30,30,"TEMBURU",1,30,30
779,"TPQ",30,30,"TOPOKAL",1,30,30
780,"TXD",30,30,"TYADA",1,30,30
781,"ULM",30,30,"URLAM",1,30,30
782,"VBL",30,30,"BOBBILI",1,30,30
783,"VSKP",30,30,"VISHAKAPATNAM",1,30,30
784,"VZM",30,30,"VIZIANAGRAM JN",1,30,30
785,"AMLO",30,30,"AMLO",1,30,30
786,"ANPR",30,30,"ANPARA",1,30,30
787,"BFQ",30,30,"BENDI",1,30,30
788,"BHKD",30,30,"BHURKUNDA",1,30,30
789,"BHME",30,30,"BHANDARIDAH",1,30,30
790,"BHN",30,30,"BHULI",1,30,30
791,"BKAC",30,30,"BARKAKANA AVOIDING CABIN",1,30,30
792,"BKLC",30,30,"BARKAKANA LINC CABIN",1,30,30
793,"BKRO",30,30,"BOKARO THERMAL",1,30,30
794,"BLME",30,30,"BHOLLDIH",1,30,30
795,"BNF",30,30,"BANDHUA",1,30,30
796,"BNSL",30,30,"BANSINALA HALT",1,30,30
797,"BRHI",30,30,"BARHI",1,30,30
798,"BRKA",30,30,"BARKAKANA",1,30,30
799,"BRMO",30,30,"BERMO",1,30,30
800,"BRWD",30,30,"BARWADIH JN",1,30,30
801,"BSCP",30,30,"BASKATWA B. H.",1,30,30
802,"BXLL",30,30,"BILLI",1,30,30
803,"BZS",30,30,"BANSJORA",1,30,30
804,"CBH",30,30,"CHAUBE",1,30,30
805,"CCK",30,30,"CHICHAKI",1,30,30
806,"CDB",30,30,"CHAUDHRIBANDH",1,30,30
807,"CEME",30,30,"CHEGRO",1,30,30
808,"CNF",30,30,"CHIANKI",1,30,30
809,"CNPR",30,30,"CHAINPUR",1,30,30
810,"CPDR",30,30,"CHHIPADOHAR",1,30,30
811,"CPU",30,30,"CHOPAN",1,30,30
812,"CRP",30,30,"CHANDRAPURA",1,30,30
813,"CTQ",30,30,"CHETAR",1,30,30
814,"DDGA",30,30,"DUGDA",1,30,30
815,"DEMU",30,30,"DEMU",1,30,30
816,"DHN",30,30,"DHANBAD JN",1,30,30
817,"DLW",30,30,"DILWA",1,30,30
818,"DMBR",30,30,"DUMRI BIHAR(E)",1,30,30
819,"DNEA",30,30,"DANEA",1,30,30
820,"DNWR",30,30,"DHANWAR",1,30,30
821,"DOKM",30,30,"DOKRA HALT",1,30,30
822,"DSME",30,30,"DASARA",1,30,30
823,"DTO",30,30,"DALTONGANJ",1,30,30
824,"DXN",30,30,"DUDDHINAGAR",1,30,30
825,"GAP",30,30,"GURPA",1,30,30
826,"GHD",30,30,"GARWA ROAD",1,30,30
827,"GHQ",30,30,"GARHWA",1,30,30
828,"GJD",30,30,"GUJHANDI",1,30,30
829,"GMIA",30,30,"GUMIA",1,30,30
830,"GMO",30,30,"GOMOH JN",1,30,30
831,"GMX",30,30,"GURMURA",1,30,30
832,"GRBH",30,30,"GAREA BIHAR",1,30,30
833,"HHG",30,30,"HEHEGARA HALT(E)",1,30,30
834,"HNDR",30,30,"HENDEGIR",1,30,30
835,"HRE",30,30,"HIRODIH",1,30,30
836,"HZBN",30,30,"HAZARIBAGH TOWN",1,30,30
837,"HZD",30,30,"HAZARIBAGH RD",1,30,30
838,"JAN",30,30,"JARANGDIH",1,30,30
839,"JAUA",30,30,"JAMUA",1,30,30
840,"JGBR",30,30,"JOGESHWAR BIHAR",1,30,30
841,"JGF",30,30,"JOGIDIH",1,30,30
842,"JNNA",30,30,"JAMUNIATANR HALT (FOR SHCDDULE)",1,30,30
843,"JRQ",30,30,"JHAROKHAS",1,30,30
844,"KAGA",30,30,"KURHAGADA",1,30,30
845,"KAUA",30,30,"KATHAUTIA",1,30,30
846,"KCKI",30,30,"KECKHI",1,30,30
847,"KDRD",30,30,"KHULDIL ROAD",1,30,30
848,"KDS",30,30,"KUSUNDA JN",1,30,30
849,"KFT",30,30,"KAJRI",1,30,30
850,"KKAS",30,30,"KATKAMASANDI",1,30,30
851,"KLRE",30,30,"KHALARI",1,30,30
852,"KMHT",30,30,"KARMAHAT",1,30,30
853,"KMND",30,30,"KUMENDI",1,30,30
854,"KOLE",30,30,"KOLE",1,30,30
855,"KQR",30,30,"KODERMA",1,30,30
856,"KQRT",30,30,"KODERMA TOWN",1,30,30
857,"KRLR",30,30,"KARAILA ROAD JN",1,30,30
858,"KRMB",30,30,"KARMABAD BH",1,30,30
859,"KRSL",30,30,"KRISHNASHILLA",1,30,30
860,"KSHR",30,30,"KESHWARI",1,30,30
861,"KSNA",30,30,"KANASAR NAWADA",1,30,30
862,"KTH",30,30,"KATRASGARH",1,30,30
863,"KWAR",30,30,"KAWAR",1,30,30
864,"LBZ",30,30,"LALBAG BH",1,30,30
865,"LRB",30,30,"LARABAD",1,30,30
866,"LTHR",30,30,"LATEHAR",1,30,30
867,"MAZ",30,30,"MANGRA",1,30,30
868,"MCQ",30,30,"MIRCHADHORI",1,30,30
869,"MGME",30,30,"MCCLUSKIEGANJ",1,30,30
870,"MHDA",30,30,"MAHDEIYA",1,30,30
871,"MHSA",30,30,"MAHESHPUR",1,30,30
872,"MMLN",30,30,"MAHUAMILAN",1,30,30
873,"MPF",30,30,"MUIRPUR ROAD",1,30,30
874,"MQX",30,30,"MERALGRAM",1,30,30
875,"MRQ",30,30,"MATARI",1,30,30
876,"MWF",30,30,"MAGARDAHA",1,30,30
877,"MXY",30,30,"MAHUARIYA",1,30,30
878,"NGY",30,30,"NATH GANJ",1,30,30
879,"NMG",30,30,"NIMIAGHAT",1,30,30
880,"NPJE",30,30,"NICHITPUR",1,30,30
881,"NUQ",30,30,"NAGAR UNTARI",1,30,30
882,"NWDH",30,30,"NAWADIH",1,30,30
883,"NWSI",30,30,"NAWAL SAHI HALT",1,30,30
884,"OBAC",30,30,"OBRA-A-CABIN",1,30,30
885,"OBR",30,30,"OBRA DAM",1,30,30
886,"PADH",30,30,"PIPRADIH",1,30,30
887,"PDMA",30,30,"PADMA",1,30,30
888,"PEH",30,30,"PATHARDIH JN",1,30,30
889,"PKA",30,30,"PRADHANKHUNTA",1,30,30
890,"PLJE",30,30,"PHULWARTANR",1,30,30
891,"PNME",30,30,"PARASNATH",1,30,30
892,"PPKD",30,30,"PAPRAKUND",1,30,30
893,"PRP",30,30,"PAHARPUR",1,30,30
894,"PSB",30,30,"PARSABAD",1,30,30
895,"PTRU",30,30,"PATRATU",1,30,30
896,"PUS",30,30,"PHUSRO",1,30,30
897,"RAY",30,30,"RAY",1,30,30
898,"RCGT",30,30,"RICHUGHUTU",1,30,30
899,"REMA",30,30,"REMA",1,30,30
900,"RHR",30,30,"RAJHURA",1,30,30
901,"RJB",30,30,"RAJABERA",1,30,30
902,"RKJE",30,30,"RAKHITPUR",1,30,30
903,"RMF",30,30,"RAMNA",1,30,30
904,"RNQ",30,30,"RENUKUT",1,30,30
905,"RRME",30,30,"RANCHI ROAD",1,30,30
906,"SDBH",30,30,"SINDRI B.H",1,30,30
907,"SGRL",30,30,"SINGRAULI",1,30,30
908,"SJA",30,30,"SIJUA",1,30,30
909,"SKTN",30,30,"SHAKTINAGAR",1,30,30
910,"SLBN",30,30,"SALAI BANWA",1,30,30
911,"SMND",30,30,"SARMATANR",1,30,30
912,"SNDT",30,30,"SINDRI TOWN",1,30,30
913,"SNMY",30,30,"SINDRI MARSHALLING Y",1,30,30
914,"SZE",30,30,"SONARDIH",1,30,30
915,"TELO",30,30,"TELO",1,30,30
916,"TET",30,30,"TETULMARI",1,30,30
917,"TKN",30,30,"TANKUPPA",1,30,30
918,"TKS",30,30,"TOKISUD",1,30,30
919,"TORI",30,30,"TORI",1,30,30
920,"TRZ",30,30,"TOLRA",1,30,30
921,"UWAN",30,30,"URWAN",1,30,30
922,"WDM",30,30,"WYNDHAMGANJ",1,30,30
923,"YDD",30,30,"YADUDIH",1,30,30
924,"YGM",30,30,"YADUGRAM BH",1,30,30
925,"ANAH",30,30,"AUNTA HALT",1,30,30
926,"ARA",30,30,"ARA",1,30,30
927,"ASJP",30,30,"AMAR SAHEED JAGDEO PRASAD HALT",1,30,30
928,"ATL",30,30,"ATHMAL GOLA",1,30,30
929,"BARH",30,30,"BARH",1,30,30
930,"BBHT",30,30,"BARABAR HALT",1,30,30
931,"BEA",30,30,"BIHIYA",1,30,30
932,"BEHS",30,30,"BIHAR SHARIF",1,30,30
933,"BELA",30,30,"BELA",1,30,30
934,"BFM",30,30,"BHALUI",1,30,30
935,"BHCL",30,30,"BAHORA CHANDIL",1,30,30
936,"BKG",30,30,"BANKA GHAT",1,30,30
937,"BKP",30,30,"BAKHTIYARPUR JN",1,30,30
938,"BQW",30,30,"BARAKALAN",1,30,30
939,"BRYA",30,30,"BARHIYA",1,30,30
940,"BSQP",30,30,"BANSIPUR",1,30,30
941,"BTA",30,30,"BIHTA",1,30,30
942,"BUE",30,30,"BARUNA",1,30,30
943,"BWH",30,30,"BHADAURA",1,30,30
944,"BXR",30,30,"BUXAR",1,30,30
945,"BYN",30,30,"BANAHI",1,30,30
946,"CKH",30,30,"CHAKAND",1,30,30
947,"CKMI",30,30,"CHHOTAKI MASAUDHI HALT",1,30,30
948,"CSA",30,30,"CHAUSA",1,30,30
949,"CUX",30,30,"CHAURA",1,30,30
950,"DDGJ",30,30,"Deedar Ganj",1,30,30
951,"DHA",30,30,"DHEENA",1,30,30
952,"DHWN",30,30,"DANIAWAN",1,30,30
953,"DJS",30,30,"DHURANI JWAS HALT",1,30,30
954,"DLN",30,30,"DILDARNAGAR JN",1,30,30
955,"DMRX",30,30,"DUMRI",1,30,30
956,"DNR",30,30,"DANAPUR",1,30,30
957,"DNWH",30,30,"DANIAWAN BAZAR",1,30,30
958,"DPX",30,30,"DADPUR",1,30,30
959,"DRV",30,30,"DARAULI",1,30,30
960,"DURE",30,30,"DUMRAON",1,30,30
961,"EKR",30,30,"EKANGARSARAI",1,30,30
962,"FUT",30,30,"FATUHA",1,30,30
963,"GHR",30,30,"GIDHAUR",1,30,30
964,"GMR",30,30,"GAHMAR",1,30,30
965,"GZH",30,30,"GULZARBAGH",1,30,30
966,"HDE",30,30,"HARDAS BIGHA",1,30,30
967,"HIL",30,30,"HILSA",1,30,30
968,"HRT",30,30,"HARNAUT",1,30,30
969,"HTZ",30,30,"HATHIDAH JN",1,30,30
970,"HTZU",30,30,"HATHIDAH JN UPPER",1,30,30
971,"IAM",30,30,"Mai halt",1,30,30
972,"IPR",30,30,"ISLAMPUR",1,30,30
973,"JAJ",30,30,"JHAJHA",1,30,30
974,"JGWL",30,30,"Jagjivan halt",1,30,30
975,"JHD",30,30,"JEHANABAD",1,30,30
976,"JHDC",30,30,"JAHANBAD COURT",1,30,30
977,"JMIR",30,30,"Jamira halt",1,30,30
978,"JMU",30,30,"JAMUI",1,30,30
979,"JTDM",30,30,"Jatdumri Halt",1,30,30
980,"JTIN",30,30,"JTIN",1,30,30
981,"KCA",30,30,"KUCHMAN",1,30,30
982,"KIUL",30,30,"KIUL JN",1,30,30
983,"KKRH",30,30,"KARAHIA",1,30,30
984,"KNHP",30,30,"KANHAIPUR",1,30,30
985,"KOO",30,30,"KHUSROPUR",1,30,30
986,"KRJR",30,30,"KARJARA",1,30,30
987,"KRON",30,30,"Karona Halt",1,30,30
988,"KRS",30,30,"KARISATH",1,30,30
989,"KRTR",30,30,"Karota Patri Halt",1,30,30
990,"KSC",30,30,"KASHI CHAK",1,30,30
991,"KUA",30,30,"KULHARIA",1,30,30
992,"KWO",30,30,"KARAUTA",1,30,30
993,"KWR",30,30,"KOELWAR",1,30,30
994,"LKR",30,30,"LUCKEESARAI JN",1,30,30
995,"MDE",30,30,"MAKHDUMPUR GAYA",1,30,30
996,"MJM",30,30,"MANJHAULIGRAM HALT",1,30,30
997,"MKA",30,30,"MOKAMEH JN",1,30,30
998,"MKB",30,30,"MANKATHA",1,30,30
999,"MMKB",30,30,"MEMRA MEMRAKHABAD HALT",1,30,30
1000,"MNP",30,30,"MANANPUR",1,30,30
1001,"MOR",30,30,"MOR",1,30,30
1002,"NDU",30,30,"NADAUJ",1,30,30
1003,"NDW",30,30,"NADWAN",1,30,30
1004,"NEMA",30,30,"NEMA HALT",1,30,30
1005,"NEO",30,30,"NEORA",1,30,30
1006,"NERH",30,30,"Ner Halt",1,30,30
1007,"NLD",30,30,"NALANDA",1,30,30
1008,"NWD",30,30,"NAWADAH",1,30,30
1009,"NYM",30,30,"NEYAMATPUR",1,30,30
1010,"NZP",30,30,"NIYAZIPUR HALT",1,30,30
1011,"OREH",30,30,"ORE  HALT",1,30,30
1012,"PAIL",30,30,"PALI A",1,30,30
1013,"PATL",30,30,"Patel halt",1,30,30
1014,"PFT",30,30,"POTHAHI",1,30,30
1015,"PHK",30,30,"PUNARAKH",1,30,30
1016,"PNBE",30,30,"PATNA JN",1,30,30
1017,"PNC",30,30,"PATNA SAHEB",1,30,30
1018,"PNUG",30,30,"PUNPUN GHAT HALT",1,30,30
1019,"POE",30,30,"PAWAPURI ROAD HALT",1,30,30
1020,"PPN",30,30,"PUNPUN",1,30,30
1021,"PPTA",30,30,"PATLIPUTRA     ",1,30,30
1022,"PRBZ",30,30,"PARSA BAZAR",1,30,30
1023,"PWS",30,30,"PHULWARISARIF",1,30,30
1024,"RDUM",30,30,"RAMPUR DUMRA",1,30,30
1025,"RGD",30,30,"RAJGIR",1,30,30
1026,"RJO",30,30,"RAJENDRA PUL",1,30,30
1027,"RJPB",30,30,"RAJENDRA NAGAR (BIHA",1,30,30
1028,"RPR",30,30,"RAGHUNATHPUR",1,30,30
1029,"RSMN",30,30,"RAMGOVINDSINGH MAHULI HALT",1,30,30
1030,"SCY",30,30,"SACHIWALAY(HALT)",1,30,30
1031,"SDE",30,30,"SADISOPUR",1,30,30
1032,"SHK",30,30,"SHEIKPURA",1,30,30
1033,"SILO",30,30,"SILAO",1,30,30
1034,"SKRI",30,30,"SIKARIA",1,30,30
1035,"SLD",30,30,"SAKALDIHA",1,30,30
1036,"SRY",30,30,"SIRARI",1,30,30
